0.19,1.77,3.86
0.17,1.76,3.81
0.19,1.76,3.82
0.18,1.75,3.85
0.18,1.71,3.86
0.19,1.68,3.83
0.18,1.72,3.83
0.19,1.72,3.85
0.20,1.76,3.86
0.17,1.77,3.84
0.18,1.73,3.84
0.17,1.66,3.84
0.20,1.75,3.85
0.19,1.72,3.81
0.18,1.74,3.81
0.19,1.79,3.86
0.19,1.73,3.83
0.19,1.67,3.81
0.20,1.73,3.83
0.20,1.74,3.89
0.19,1.70,3.87
0.20,1.78,3.89
0.16,1.67,3.84
0.19,1.77,3.87
0.19,1.73,3.88
0.16,1.82,3.89
0.19,1.71,3.88
0.21,1.76,3.89
