0.00,0.06,0.07
0.00,0.05,0.06
0.00,0.06,0.07
0.01,0.05,0.06
0.00,0.05,0.05
0.00,0.05,0.06
0.00,0.05,0.07
0.01,0.05,0.06
0.00,0.05,0.06
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.05,0.06
0.01,0.05,0.06
0.01,0.05,0.06
0.01,0.05,0.06
0.01,0.05,0.06
0.01,0.05,0.06
0.00,0.05,0.06
0.01,0.05,0.06
0.01,0.05,0.06
0.00,0.06,0.06
0.01,0.05,0.06
0.00,0.06,0.06
0.00,0.05,0.06
0.00,0.06,0.06
0.00,0.05,0.06
0.00,0.05,0.06
0.00,0.05,0.06
0.00,0.05,0.06
0.00,0.05,0.06
0.00,0.05,0.06
0.00,0.06,0.06
0.00,0.06,0.06
0.00,0.05,0.06
0.01,0.05,0.07
0.01,0.05,0.07
0.01,0.05,0.06
0.00,0.05,0.06
0.00,0.06,0.06
0.01,0.05,0.06
0.00,0.05,0.06
0.00,0.05,0.06
0.00,0.06,0.07
0.01,0.05,0.06
0.00,0.05,0.05
0.00,0.06,0.06
0.00,0.05,0.06
0.01,0.05,0.06
0.00,0.05,0.06
0.01,0.05,0.06
0.01,0.06,0.07
0.01,0.05,0.07
0.00,0.05,0.06
0.00,0.05,0.06
0.01,0.05,0.06
0.01,0.06,0.07
0.01,0.05,0.06
0.00,0.04,0.05
