0.30,10.66,37.98
0.30,10.90,34.43
0.28,10.69,33.44
0.30,10.92,33.93
0.28,10.96,33.60
0.33,10.72,34.13
0.31,10.93,33.51
0.30,10.90,33.46
0.27,11.20,33.65
0.34,10.88,33.20
0.30,10.76,33.85
0.28,11.03,33.01
0.30,11.26,32.74
0.26,10.78,33.41
0.29,10.82,33.78
0.29,10.75,33.48
0.31,10.89,34.00
0.29,10.87,33.54
0.27,11.56,34.69
